0,1.042807,1.188053
1,0.97207,1.105516
2,0.906908,1.029283
3,0.846938,0.958883
4,0.791797,0.894035
5,0.741926,0.835736
6,0.695241,0.781375
7,0.652181,0.729996
8,0.612782,0.68313
9,0.576616,0.640739
10,0.543393,0.601146
11,0.512834,0.56531
12,0.484843,0.533376
13,0.459593,0.503626
14,0.436329,0.476543
15,0.415347,0.452178
16,0.396011,0.429624
17,0.378527,0.41069
18,0.362778,0.391375
19,0.348091,0.375092
20,0.335113,0.360921
21,0.3234,0.348178
22,0.312281,0.335817
23,0.302506,0.324331
24,0.293283,0.315979
25,0.285294,0.308514
26,0.278029,0.301576
27,0.270032,0.293792
28,0.262805,0.286814
29,0.25593,0.281471
30,0.249894,0.27667
31,0.244415,0.272426
32,0.239583,0.268358
33,0.235195,0.264744
34,0.231368,0.26231
35,0.227817,0.259704
36,0.224083,0.25796
37,0.22133,0.256672
38,0.218369,0.255357
39,0.215023,0.255497
40,0.211737,0.25401
41,0.209121,0.254527
42,0.206294,0.253581
43,0.203908,0.254024
44,0.201535,0.254688
45,0.199511,0.253254
46,0.196681,0.252867
47,0.194866,0.252573
48,0.192732,0.252156
49,0.190046,0.252448
50,0.188602,0.252288
51,0.186015,0.253207
52,0.185118,0.252687
53,0.183469,0.252629
54,0.182367,0.252537
55,0.179855,0.252827
56,0.178484,0.253734
57,0.177743,0.254042
58,0.176069,0.254971
59,0.175223,0.255345
60,0.174048,0.255316
61,0.172005,0.256616
62,0.171403,0.256771
63,0.170851,0.257396
64,0.169586,0.257606
65,0.168355,0.257307
66,0.166493,0.258521
67,0.165892,0.258428
68,0.16504,0.258756
69,0.163607,0.258882
70,0.162049,0.259543
71,0.161411,0.259944
72,0.160178,0.260068
73,0.1585,0.260901
74,0.157816,0.260692
75,0.156639,0.260385
76,0.155447,0.259999
77,0.154568,0.260199
78,0.153426,0.260137
79,0.152637,0.260627
80,0.151563,0.261239
81,0.150287,0.260865
82,0.149718,0.261334
83,0.148844,0.262046
84,0.147918,0.262224
85,0.146946,0.261528
86,0.145684,0.260948
87,0.1452,0.261312
88,0.144439,0.261272
89,0.143787,0.261139
90,0.143322,0.261639
91,0.142495,0.262244
92,0.142076,0.261998
93,0.141441,0.262149
94,0.141019,0.262888
95,0.140709,0.262888
96,0.140048,0.263125
97,0.139836,0.263306
98,0.1391,0.263593
