feature,shap_importance
mindist,2.4205484767604846
year_built,1.8927496517809872
number_of_stories,1.1993776418922166
hazards_present,1.1500380845203872
building_type,0.9349551880034017
Buildinglong,0.8463715557900744
mwfrs,0.8060049906324805
roof_system,0.7934771595927779
roof_substrate_type,0.6691652063443008
wall_structure,0.6610093115881261
roof_cover,0.6512742743059953
wall_substrate,0.4992518009184183
wall_cladding,0.4592311932265214
Buildinglat,0.27159111222043536
foundation_type,0.24791428559077966
roof_shape,0.23133129101383904
understory_pct_of_building_footprint,0.21631823389100843
