feature,shap_importance
mindist,2.3639238612535363
number_of_stories,1.3857142920078032
hazards_present,1.1801201999603734
year_built,1.0895939454381245
building_type,1.0532127780914475
Buildinglong,0.8521542161885034
roof_cover,0.6935440532801265
roof_substrate_type,0.5937150529366629
wall_structure,0.5879954392559448
roof_system,0.5609447846239621
wall_cladding,0.4038489841214841
Buildinglat,0.3970671322536449
wall_substrate,0.3739980226820947
mwfrs,0.3501784910306984
roof_shape,0.3137002893009856
foundation_type,0.2861557610855045
understory_pct_of_building_footprint,0.1927209857719647
