feature,shap_importance
wind_damage_rating,1.1509177787393206
surge_damage_rating,0.4405902985561476
mwfrs,0.014962216024219956
Buildinglat,0.005924019682873382
Unnamed0,0.0
foundation_type,0.0
Buildinglong,0.0
roof_cover,0.0
roof_substrate_type,0.0
roof_system,0.0
wall_cladding,0.0
wall_substrate,0.0
wall_structure,0.0
roof_shape,0.0
year_built,0.0
understory_pct_of_building_footprint,0.0
number_of_stories,0.0
building_type,0.0
rainwater_ingress_damage_rating,0.0
hazards_present,0.0
longitude,0.0
mindist,0.0
