feature,mean_importance
wall_structure_nan,0.008864093962845354
roof_cover_Asphaltshingleslaminated,0.011164774030004177
wall_substrate_Unknown,0.013241751645652045
building_type_SingleFamily,0.038351794758674895
roof_substrate_type_Unknown,0.0687805597277128
number_of_stories,0.07901224549081434
Unnamed0,0.16428127077095783
year_built,0.2569039804618497
mindist,0.5294689289712826
