name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,logloss,1.5019794582758008,14.57
2_DecisionTree,Decision Tree,logloss,1.5861008680775408,41.87
3_Linear,Linear,logloss,1.3906553673436117,29.56
4_Default_Xgboost,Xgboost,logloss,1.184888124723944,155.43
5_Default_NeuralNetwork,Neural Network,logloss,2.0528428351839088,22.28
6_Default_RandomForest,Random Forest,logloss,1.199216913646338,78.57
4_Default_Xgboost_categorical_mix,Xgboost,logloss,1.1625565236490976,98.66
4_Default_Xgboost_categorical_mix_GoldenFeatures,Xgboost,logloss,1.1571995792469967,51.74
