name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,1.2239328074033067,0.88
2_DecisionTree,Decision Tree,rmse,0.996499473653503,21.89
3_Linear,Linear,rmse,1.1689675537074198,6.77
4_Default_Xgboost,Xgboost,rmse,0.8930276691708159,10.7
5_Default_NeuralNetwork,Neural Network,rmse,1.169505250463061,4.52
6_Default_RandomForest,Random Forest,rmse,0.9391008110581737,10.9
4_Default_Xgboost_categorical_mix,Xgboost,rmse,0.9094682756588929,11.74
4_Default_Xgboost_GoldenFeatures,Xgboost,rmse,0.8995618616322257,17.19
4_Default_Xgboost_categorical_mix_GoldenFeatures,Xgboost,rmse,0.8893977415425851,12.79
6_Default_RandomForest_GoldenFeatures,Random Forest,rmse,0.9479864187404319,15.59
4_Default_Xgboost_categorical_mix_GoldenFeatures_RandomFeature,Xgboost,rmse,0.8969976510923668,11.99
4_Default_Xgboost_categorical_mix_GoldenFeatures_SelectedFeatures,Xgboost,rmse,0.862610191578095,10.83
6_Default_RandomForest_SelectedFeatures,Random Forest,rmse,0.9334950087200284,12.94
5_Default_NeuralNetwork_SelectedFeatures,Neural Network,rmse,1.0703209762153754,5.45
7_Xgboost_GoldenFeatures_SelectedFeatures,Xgboost,rmse,0.8544344777217712,10.37
8_Xgboost_GoldenFeatures,Xgboost,rmse,0.8950386803705941,18.86
9_RandomForest_SelectedFeatures,Random Forest,rmse,0.9585170660397214,15.93
10_RandomForest_SelectedFeatures,Random Forest,rmse,0.9285246352362261,14.55
11_RandomForest,Random Forest,rmse,0.9602106373211127,13.1
12_RandomForest,Random Forest,rmse,0.9342176014031512,17.07
13_DecisionTree,Decision Tree,rmse,0.9829563857011124,17.1
14_DecisionTree,Decision Tree,rmse,1.0076357071129387,22.69
15_NeuralNetwork_SelectedFeatures,Neural Network,rmse,1.1663108481389528,7.24
16_NeuralNetwork_SelectedFeatures,Neural Network,rmse,1.1294382042303912,7.57
17_NeuralNetwork,Neural Network,rmse,1.225222882106231,14.35
18_NeuralNetwork,Neural Network,rmse,1.123345836455037,10.53
19_Xgboost_GoldenFeatures_SelectedFeatures,Xgboost,rmse,0.8576160759722926,19.38
20_RandomForest_SelectedFeatures,Random Forest,rmse,0.9235974696933825,13.74
21_NeuralNetwork_SelectedFeatures,Neural Network,rmse,1.1269009762255493,8.07
22_NeuralNetwork_SelectedFeatures,Neural Network,rmse,1.2146582967058281,10.99
23_NeuralNetwork,Neural Network,rmse,1.176946204949806,8.46
24_NeuralNetwork,Neural Network,rmse,1.1500439727016005,8.34
Ensemble,Ensemble,rmse,0.8453097239964402,0.97
7_Xgboost_GoldenFeatures_SelectedFeatures_Stacked,Xgboost,rmse,0.9093936492556788,15.25
20_RandomForest_SelectedFeatures_Stacked,Random Forest,rmse,0.8819985641295591,23.45
5_Default_NeuralNetwork_SelectedFeatures_Stacked,Neural Network,rmse,1.1450902076794267,9.36
19_Xgboost_GoldenFeatures_SelectedFeatures_Stacked,Xgboost,rmse,0.8985949368344655,22.33
10_RandomForest_SelectedFeatures_Stacked,Random Forest,rmse,0.8847251912294233,22.41
18_NeuralNetwork_Stacked,Neural Network,rmse,1.0440729726599387,10.65
4_Default_Xgboost_categorical_mix_GoldenFeatures_SelectedFeatures_Stacked,Xgboost,rmse,0.9214971058368975,21.19
6_Default_RandomForest_SelectedFeatures_Stacked,Random Forest,rmse,0.8809488277153743,22.63
21_NeuralNetwork_SelectedFeatures_Stacked,Neural Network,rmse,1.019219372471166,10.81
4_Default_Xgboost_categorical_mix_GoldenFeatures_Stacked,Xgboost,rmse,0.9159908998857907,21.75
12_RandomForest_Stacked,Random Forest,rmse,0.8758730560398613,24.03
16_NeuralNetwork_SelectedFeatures_Stacked,Neural Network,rmse,1.0790264932686024,12.74
4_Default_Xgboost_Stacked,Xgboost,rmse,0.9103605858614873,26.4
6_Default_RandomForest_Stacked,Random Forest,rmse,0.8789877224086485,27.98
24_NeuralNetwork_Stacked,Neural Network,rmse,1.1101024765295382,17.44
8_Xgboost_GoldenFeatures_Stacked,Xgboost,rmse,0.9089652707448822,25.88
6_Default_RandomForest_GoldenFeatures_Stacked,Random Forest,rmse,0.8837113456867877,28.53
15_NeuralNetwork_SelectedFeatures_Stacked,Neural Network,rmse,1.052429857128436,14.96
4_Default_Xgboost_GoldenFeatures_Stacked,Xgboost,rmse,0.9065266863649775,33.42
9_RandomForest_SelectedFeatures_Stacked,Random Forest,rmse,0.8680909985201299,32.29
5_Default_NeuralNetwork_Stacked,Neural Network,rmse,1.0872628660038046,21.09
4_Default_Xgboost_categorical_mix_Stacked,Xgboost,rmse,0.9095851490102536,31.07
11_RandomForest_Stacked,Random Forest,rmse,0.8815504398301672,32.22
23_NeuralNetwork_Stacked,Neural Network,rmse,1.2464295126125882,23.21
22_NeuralNetwork_SelectedFeatures_Stacked,Neural Network,rmse,1.029382900041371,25.85
17_NeuralNetwork_Stacked,Neural Network,rmse,1.0127778587607073,14.07
Ensemble_Stacked,Ensemble,rmse,0.842650626085219,3.19
