feature,shap_importance
Ensemble_prediction,0.25554892
19_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.21815781
5_Default_NeuralNetwork_SelectedFeatures_prediction,0.16312604
4_Default_Xgboost_categorical_mix_GoldenFeatures_prediction,0.06907871
24_NeuralNetwork_prediction,0.04782403
22_NeuralNetwork_SelectedFeatures_prediction,0.0449912
21_NeuralNetwork_SelectedFeatures_prediction,0.043586534
4_Default_Xgboost_categorical_mix_GoldenFeatures_SelectedFeatures_prediction,0.03575793
8_Xgboost_GoldenFeatures_prediction,0.033367828
4_Default_Xgboost_GoldenFeatures_prediction,0.03327894
6_Default_RandomForest_GoldenFeatures_prediction,0.030906
year_built,0.029377883
4_Default_Xgboost_categorical_mix_prediction,0.028667744
wall_cladding,0.025146093
4_Default_Xgboost_prediction,0.02256409
Buildinglong,0.021824509
17_NeuralNetwork_prediction,0.020813402
20_RandomForest_SelectedFeatures_prediction,0.020251011
3_Linear_prediction,0.020160193
6_Default_RandomForest_SelectedFeatures_prediction,0.020008717
hazards_present,0.019226488
15_NeuralNetwork_SelectedFeatures_prediction,0.018403508
16_NeuralNetwork_SelectedFeatures_prediction,0.017188845
5_Default_NeuralNetwork_prediction,0.01677073
7_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.016282814
12_RandomForest_prediction,0.015812676
building_type,0.015233764
23_NeuralNetwork_prediction,0.014552106
foundation_type,0.014447811
13_DecisionTree_prediction,0.013672921
9_RandomForest_SelectedFeatures_prediction,0.013433932
Buildinglat,0.012629705
mindist,0.01146368
18_NeuralNetwork_prediction,0.011243614
roof_cover,0.010838483
10_RandomForest_SelectedFeatures_prediction,0.009257851
14_DecisionTree_prediction,0.008599771
wall_structure,0.008115281
11_RandomForest_prediction,0.006943398
6_Default_RandomForest_prediction,0.0066209156
roof_shape,0.006258539
2_DecisionTree_prediction,0.006222444
roof_system,0.005357772
wall_substrate,0.004784412
roof_substrate_type,0.0041925693
mwfrs,0.0036820918
number_of_stories,0.0034866808
understory_pct_of_building_footprint,0.0007021502
