feature,shap_importance
year_built,1.9660084
mindist,1.8817172
Buildinglong,1.3582324
number_of_stories_sum_Buildinglat,1.1464298
hazards_present,0.9328402
wall_cladding,0.6978113
Buildinglat,0.6286586
roof_system,0.58429956
roof_cover,0.54326993
building_type,0.48490268
number_of_stories_ratio_Buildinglat,0.44186604
foundation_type,0.38244417
Buildinglat_diff_number_of_stories,0.3296661
roof_substrate_type,0.32918528
roof_shape,0.31458968
wall_structure,0.25923225
Buildinglat_ratio_number_of_stories,0.11459173
wall_substrate,0.10990899
mwfrs,0.108692154
year_built_ratio_understory_pct_of_building_footprint,0.10385123
understory_pct_of_building_footprint_sum_number_of_stories,0.063882105
number_of_stories_multiply_Buildinglat,0.0381467
understory_pct_of_building_footprint_multiply_number_of_stories,0.03228566
understory_pct_of_building_footprint,0.019356541
number_of_stories_ratio_understory_pct_of_building_footprint,0.019275406
Buildinglong_ratio_understory_pct_of_building_footprint,0.009510831
number_of_stories,0.005239604
