feature,shap_importance
mindist_multiply_year_built,0.2927283
year_built,0.26853862
hazards_present,0.12088701
Buildinglong,0.087881014
number_of_stories_sum_Buildinglat,0.08467922
Buildinglat,0.06138675
wall_cladding,0.057865582
roof_substrate_type,0.053284097
roof_system,0.04862404
building_type,0.04777099
year_built_ratio_number_of_stories,0.04743676
Buildinglat_diff_Buildinglong,0.045534275
Buildinglong_multiply_Buildinglat,0.045057744
mindist_ratio_year_built,0.040282365
number_of_stories_diff_mindist,0.024998613
roof_cover,0.024501551
foundation_type,0.020736825
number_of_stories_ratio_year_built,0.020114604
mindist,0.019287718
roof_shape,0.019074667
understory_pct_of_building_footprint_diff_mindist,0.011319074
wall_structure,0.009613696
wall_substrate,0.008486157
understory_pct_of_building_footprint,0.004475675
mwfrs,0.004188557
number_of_stories,0.00095207803
number_of_stories_multiply_Buildinglat,0.00084787206
