feature,shap_importance
surge_damage_rating_sum_wind_damage_rating,6.4773197
wind_damage_rating,5.1276264
Unnamed0,1.0709125
surge_damage_rating_ratio_Buildinglat,0.8436674
hazards_present,0.71184534
mindist,0.71106553
longitude_diff_surge_damage_rating,0.59221494
roof_substrate_type,0.4222918
rainwater_ingress_damage_rating,0.31797653
surge_damage_rating_multiply_wind_damage_rating,0.31374198
wall_substrate,0.28602776
number_of_stories_ratio_surge_damage_rating,0.2391336
surge_damage_rating,0.22890961
surge_damage_rating_diff_Buildinglong,0.22061406
Buildinglat,0.09179771
rainwater_ingress_damage_rating_multiply_surge_damage_rating,0.05823145
surge_damage_rating_multiply_Buildinglat,0.056674115
Buildinglong_multiply_surge_damage_rating,0.04165661
surge_damage_rating_ratio_rainwater_ingress_damage_rating,0.0021732748
