Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.3025814941585202,0.4919832571164072,0.3549169045717225,0.3220991289475258,0.3696579963418844,0
0.2311149246965135,0.275096929003478,0.1979208153461643,0.1851982922035257,0.1298070419360018,0
0.0481760402784764,0.0639714834270606,0.0998640864976583,0.0663535698368725,0.1283678442316253,0
0.0213266885085803,0.0744291536762362,0.0495934993126621,0.0646444424903799,0.0974700107108101,0
0.0660792470025328,0.0632341035115883,0.0516073147213746,0.0652142953609133,0.0412833957509727,0
0.0175041132671952,0.0636493386793298,0.0984759687737803,0.0129805660506729,0.0597047923899906,0
0.0120507225358077,0.024148615227411,0.0069644679411541,0.0031953938227039,0.0036061985436232,2
0.01499040565174,0.0074090597681987,0.0054780001953091,0.0011304451487788,0.0173286979571126,5
0.0143801825711352,-0.0026436189497492,0.00913397698336,0.0020024976080967,0.0209933832347319,2
-0.0011621021714385,0.0035238103612328,0.0233094173229914,0.0010473819419202,0.0162157348797278,4
-0.0037082975177245,0.0174686210413259,0.020904284760151,0.0042140753186975,0.0035929344835296,2
0.0062078239411023,0.0006193933471996,-8.368853690776668e-05,0.0102391188052906,0.0226585426768445,3
0.0044580747682016,2.777159069395907e-05,0.0007231069844639,0.0067035107796183,0.007973017599597,4
0.0020442363197763,0.0130826932456749,0.0001828560266072,-0.0094152660867504,0.0110289023725508,4
0.0010514612784757,0.0044026724492898,0.0067830748670965,0.0,0.0013607654014065,4
0.0066882506812927,-0.0042727789166803,0.0024553288186477,0.0075970907789048,0.0005517371093342,4
0.0021600260143851,0.0030570818871546,0.0013590903245324,0.0009850902186148,0.0053382198642339,5
0.0112440190171682,-0.0110146069120383,0.0055273682405589,-0.0083817501939604,0.0140636070274959,4
0.004870567394487,-0.0004250588848197,7.025978226848917e-05,0.0022120360852072,0.0025710430994445,4
0.003956214268681,-0.0003092014322655,0.0,0.0035362993340484,0.0012886966812289,4
0.0004976844874431,0.0022803739994997,0.00106437812133,0.0018884538467188,-3.533403241773314e-07,4
0.0049284595343197,-0.0008393772451991,0.0,0.0009547439862818,0.0003049455239786,5
0.0004562071485036,0.0050567601118996,0.0011521242392669,-0.0031620821716001,0.00179736824371,5
-0.0002566191554033,0.0018926867701088,0.0004933140886487,0.0,0.0026130794261231,5
0.0053628113271567,-0.0006356018915639,-0.0001537953898682,0.0003248731286608,-0.0002228793927968,5
0.0008256556513383,0.0005186003983967,0.0005170993575315,0.0029016984567218,-0.0001985274557054,4
-0.0001893409851372,0.0006986526578895,0.0024623870843725,0.001517191073043,0.0,4
0.0,0.000543999536657,3.553835214966661e-05,0.0,0.0037769425070356,5
-3.106029946366995e-05,-1.1809420647823645e-05,0.0016900653702264,0.0016655323879641,0.0009469603144836,4
0.0024414010103081,0.0003742098776045,0.0014508487409573,0.0011670960602638,-0.0012529355529193,4
0.0007249977659734,0.0003888312519522,-0.0007251022826677,0.0,0.0034657732651109,5
0.0,0.0,0.0006570143692104,0.0026301621481215,-0.0001603554740725,4
0.0005295452876721,0.0004654726099748,0.0002982539840538,0.0027505090556553,-0.0013956429627415,4
0.0,0.0,0.0033409576850986,0.0003979426704813,-0.0010988112807282,5
-0.0003042052768568,0.0005283108190069,-0.0003896543988939,0.0,0.002358287548307,5
0.0010225844671238,0.0,0.0003290166123591,5.975451056317027e-06,0.0007356765935194,5
0.0025120386219194,0.0,-0.001098298277047,-8.888193863112459e-05,0.0004903913866565,5
8.041075032634293e-05,0.0017012339900349,0.0,0.0,0.0,5
0.0,0.001738011598454,0.0,0.0,0.0,5
0.0,-0.0003013342306027,0.0019350109442314,0.0,0.0,5
-0.0022837279600709,0.000626245086818,0.0015191034616534,0.0008992524124459,0.0008583729441006,5
0.001343743154011,0.0032612491525835,-0.0004311005475287,-0.0020951361482346,-0.0007960064972121,5
0.0,0.0,0.0010430934306534,-1.1771975028884718e-05,0.0,5
0.0,0.0,9.787419167319733e-05,0.0,0.0006190078850705,5
0.0006015456703416,0.0,0.0,0.0,0.0,5
0.0,0.0,-8.492751234288055e-05,3.5504105669859064e-05,0.0005262947986097,5
0.0,0.0,0.0,0.0004256758026566,0.0,5
0.0003732261988599,0.0,-0.0001407733653809,7.97500016593844e-05,0.0,5
0.0,0.0003054557677667,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0002953232014268,0.0,5
0.0,0.0002710530764458,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0001838515281859,0.0,5
0.0,0.0001771221990879,0.0,0.0,0.0,5
0.0,0.0001488966783863,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0001069374201165,0.0,5
0.0,0.0,6.280223755739112e-05,0.0,0.0,5
0.0,2.266940619413127e-05,0.0,0.0,0.0,5
0.0,0.0,2.536644622397333e-06,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
