Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.1861085562281369,0.4071939120765622,0.3246788580755396,0.5509386734590133,0.295253357340027,0
0.0803195807861511,0.1944297256692046,0.1859815746917939,0.2380865204819838,0.3160755617077182,0
0.0285020675982447,0.0724871891351317,0.0221638339992866,0.0730458517658552,0.1773232780512498,0
0.1180726165807879,0.0261101561322675,0.029317833787337,0.0472289752441106,0.0707230683336902,0
0.0316701214628347,0.0441070610185644,0.0429859233618421,0.0642657342066291,0.0373092921752337,0
0.0513699517475884,0.0208463515284217,0.0429281636488291,0.0733261081693204,0.0287789876544405,0
0.0004106791841669,0.0084224897374265,0.0141965569019624,0.0057984883137959,0.0008899886573688,1
-3.3204881209880635e-05,-0.0040810895573676,0.0205611836785259,0.0047112256197827,0.0047875110515283,2
0.0060601905137371,-0.0046835770336147,0.0132562676026547,0.0128416340841039,-0.0029487676233199,2
0.0078650304103572,0.0058834050472762,-0.0083265638135535,0.005609091561968,0.0106011206650415,1
0.0028650996016405,0.0076717649839873,0.0010850217879165,0.0015970833774281,-0.0002934277204088,1
0.0040509732162692,0.0026818613459089,-0.000182127974075,0.0055397046864507,-3.1765142531225978e-06,2
0.0057335910496634,0.0014799307244095,-0.0031047189723651,0.0015725657439741,0.0051483697030893,1
-0.0008559387215138,-0.001185296592073,0.0089065366781084,-0.001253456670635,0.0030791598123529,3
0.0007081029572661,0.0022790644873614,0.0049734421663958,-0.0012772563265733,0.0010822311207348,2
0.0011804956315236,0.0,0.0033612298997341,-0.0002612080399,0.0,4
0.0018499174147651,-0.000197471584942,0.0029998113497306,0.0013537891325626,-0.0022200750730665,3
0.0014729923403978,-0.0008217336380309,-0.0029757536226534,0.004329612933814,0.0013173903836921,3
0.0005974533500795,0.0040945160631423,-0.0015138994095706,-0.0009004474292781,0.0006186715693349,3
0.0,0.0,0.0,0.0026387567595902,0.0002256842192304,3
0.0011843636354698,0.0,-9.831835563081092e-05,0.0014483977193698,0.0,4
-0.000762227168475,-0.003873929469525,-0.0032758628022787,0.0079791083459668,0.0019006700575707,3
0.0,-0.0001295636566039,0.0028394007823075,-0.0010282221016893,0.0,4
-5.844985150327275e-06,0.000803150051416,-0.0016019267096849,-0.000601748287562,0.0030796142528455,3
0.0,0.0,0.0,0.0029307947377799,-0.0013097258331533,4
0.0,0.0004424773329955,0.0,0.0003940838516154,0.0,3
0.0,0.0,0.0,0.0005625734558831,0.0,4
0.0,-4.05767547160929e-05,0.0,0.0,0.0003570142740521,4
0.0006415684671606,-0.0003520960252861,-0.0003904327810424,5.7489262528886974e-05,0.0002552474873391,3
0.0033190600963622,0.0007302007211477,-0.0048685321963076,0.0009783102503314,0.0,2
0.0,0.0,0.0,3.977356702342671e-05,0.0,4
0.0,0.0,0.0,1.2855894425634065e-05,0.0,4
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,5
0.0021060734465285,0.0010021798113698,-0.0008979025941251,-0.000268327451833,-0.0020528308287284,3
0.0004747685498821,-0.0004151694284672,1.993474682993046e-06,0.0003442396341925,-0.0005262877915439,3
0.0,0.000467211172843,-0.0009369161518988,0.0,3.774851542395208e-05,3
0.0,0.0,0.0,3.632281145948824e-06,-0.0006138753090313,4
0.0,0.0,-0.001595233196931,0.0,0.0,5
-0.000329145744869,0.0014506808245944,-0.0062454080725913,-0.0021432389127719,0.0038885031518221,3
-0.0006877337624245,0.0037827618619807,-0.0098349762649911,0.000790814496102,0.0018999450545228,2
0.0004054706197043,-0.0022479160098081,-0.0004607078017731,-0.0015376483902082,-0.0003446117855973,5
5.790559303655574e-05,0.000931583989069,-0.0023991366467155,-0.0014872982852887,-0.0019127542207405,4
0.003145592716875,-0.0003811077574132,-0.003780429020101,-0.0064046359262391,3.784655112415436e-06,3
-0.0001844790966105,-0.0023977929301174,-0.0079352012430405,0.0019126966997763,0.0003972561055045,3
0.0011686420204806,-0.0065253691936529,-0.0070167427382864,0.0021165493926903,0.0007462541187916,3
0.0027165950121729,-0.0020300413991273,0.0070369400405346,-0.0253613109579172,0.0035762584008601,2
-0.0064685588532097,0.0030751983315013,-0.0093284377989422,-0.0008418314608388,-0.0011281021883282,4
0.0002768691946675,-0.0010965115967182,-0.0017764466428658,-0.0134971496029045,0.0007515260030318,4
-0.0013347543633432,-0.0149255998071351,0.0002939448775461,-0.0002057336106719,-0.001110690267731,4
-0.0010853352056733,-0.0019211799307141,-0.0130196266354823,-0.0042066514762668,0.0022322495609822,4
-0.0032111135168443,-0.0005047776697274,-0.0126108129712235,-0.0017083210286152,-0.0071155225346101,5
0.0020357999321794,-0.0140692093085841,-0.0041149337362174,-0.0131687231502094,-0.0005318562783884,5
