feature,shap_importance
wind_damage_rating,0.63149184
surge_damage_rating,0.48919192
Unnamed0,0.024906563
hazards_present,0.019067198
mindist,0.0150461905
longitude,0.012325462
roof_substrate_type,0.008345272
understory_pct_of_building_footprint,0.008050738
wall_cladding,0.0068379925
wall_substrate,0.0064729447
year_built,0.0058698133
wall_structure,0.004753107
roof_system,0.0047502816
number_of_stories,0.004432959
roof_cover,0.0030878545
roof_shape,0.0027833902
foundation_type,0.0024537237
building_type,0.0018863158
mwfrs,0.0011092902
rainwater_ingress_damage_rating,0.00094623934
Buildinglat,5.0588283e-06
Buildinglong,0.0
