feature,shap_importance
mindist,0.33401795552802266
year_built,0.254933069517433
hazards_present,0.08022279293885155
Buildinglong,0.035545373444168436
Buildinglat,0.030081634311630145
foundation_type,0.021093518760340584
number_of_stories,0.015849206619723326
wall_cladding,0.013363015444143225
wall_structure,0.013159594565620023
roof_shape,0.01070148812059511
roof_system,0.008223725461946366
building_type,0.007960206502126317
understory_pct_of_building_footprint,0.0
mwfrs,0.0
wall_substrate,0.0
roof_substrate_type,0.0
roof_cover,0.0
