feature,shap_importance
mindist_ratio_year_built,0.15915504
year_built,0.14554065
mindist_multiply_year_built,0.14201164
hazards_present,0.114825465
Buildinglong,0.105211474
year_built_ratio_number_of_stories,0.06829901
number_of_stories_sum_Buildinglat,0.052383892
Buildinglat,0.04942139
foundation_type,0.043825503
wall_cladding,0.041744217
number_of_stories_diff_mindist,0.041091915
mindist,0.030300315
Buildinglong_multiply_Buildinglat,0.029684838
roof_system,0.028642068
building_type,0.028448619
roof_cover,0.027345601
wall_structure,0.025168194
Buildinglat_diff_Buildinglong,0.02345926
roof_shape,0.02102187
roof_substrate_type,0.01527896
understory_pct_of_building_footprint_diff_mindist,0.014755155
number_of_stories_ratio_year_built,0.013124187
wall_substrate,0.011733234
mwfrs,0.01167214
understory_pct_of_building_footprint,0.0072368914
number_of_stories,0.0008452555
number_of_stories_multiply_Buildinglat,0.0
