feature,shap_importance
year_built,2.1102257
mindist,1.7736576
number_of_stories_sum_Buildinglat,1.124148
hazards_present,0.9435477
Buildinglong,0.82612485
wall_cladding,0.6923822
number_of_stories_ratio_Buildinglat,0.6103665
roof_system,0.4955264
roof_cover,0.4951774
foundation_type,0.48322815
Buildinglat,0.4775125
roof_substrate_type,0.40749153
building_type,0.38651732
roof_shape,0.2629317
wall_structure,0.22090144
understory_pct_of_building_footprint,0.16743231
mwfrs,0.15474427
Buildinglat_diff_number_of_stories,0.15218121
wall_substrate,0.1404933
year_built_ratio_understory_pct_of_building_footprint,0.07151595
number_of_stories_multiply_Buildinglat,0.019588757
understory_pct_of_building_footprint_sum_number_of_stories,0.015304938
number_of_stories,0.01194313
number_of_stories_ratio_understory_pct_of_building_footprint,0.010887783
Buildinglong_ratio_understory_pct_of_building_footprint,0.009501988
understory_pct_of_building_footprint_multiply_number_of_stories,0.005605845
Buildinglat_ratio_number_of_stories,0.0
