Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
1.1821386201407995,1.8720686903270551,1.5619175068563351,1.2960260922075624,1.4967480343361586,0
1.1699390926963082,1.372617083869151,1.1352220247419007,1.5938110262604213,1.6947864192457545,0
0.0002376090740451,0.0004046627572851,0.0,-0.0004505371676765,0.0067333353239703,3
0.0,0.0041762925030744,0.0,0.0008755904312367,0.0,3
0.0,0.0049031801933152,0.0,-1.1102230246251566e-17,0.0,4
0.0,7.90354494103196e-06,0.0,-0.0004782476674313,0.0050243895206056,4
0.00135229919848,0.0003157457939241,0.0014683985012024,-0.0007285204317072,0.0,3
-0.0013307959576214,0.0031649014977822,0.0,0.0003124422323635,0.0,3
0.0009574837987195,0.00061982102672,0.0,-0.000336684890751,0.0,4
2.775557561562892e-18,0.0003003035205552,0.0,0.0005743400331237,0.0,4
2.775557561562892e-18,0.0002852832613437,0.0,0.0005510115571445,0.0,4
2.775557561562892e-18,0.0006559180911866,0.0,2.532753634960083e-05,0.0,5
0.0005229350135622,4.163336342344337e-18,0.0,2.802503255405764e-05,0.0,3
0.0002530089089315,1.4718317109724263e-06,0.0,-7.518903363085138e-06,0.0,4
2.775557561562892e-18,0.000384218759268,0.0,-0.00014735900957,0.0,5
-9.69012844642736e-05,0.000275011606656,0.0,-4.38887734770077e-05,0.0,5
0.0,-0.0001317152148838,0.0,0.0001657116921982,0.0,4
2.775557561562892e-18,2.775557561562892e-18,0.0,2.1943971501101052e-05,0.0,5
0.0,1.387778780781446e-18,0.0,5.296450908773287e-06,0.0,5
2.775557561562892e-18,6.938893903907228e-18,0.0,-5.551115123125783e-18,0.0,5
2.775557561562892e-18,-8.282004340118832e-05,0.0,-6.432315398097188e-08,0.0,5
0.0,1.2490009027033013e-17,0.0,-0.0001874268950103,0.0,5
0.0,7.641868508134197e-05,0.0,-0.0002813782164766,0.0,5
