,Building- lat,longitude,hazards_present,wind_damage_rating,surge_damage_rating,rainwater_ingress_damage_rating,building_type,number_of_stories,understory_pct_of_building_footprint,year_built,roof_shape,mwfrs,foundation_type,wall_structure,wall_substrate,wall_cladding,roof_system,roof_substrate_type,roof_cover,status,Building-long,mindist
181,29.939609,-85.39778,"Wind,Surge",1,1,-1.0,Single Family,1.0,0.0,2018.0,Gable/Hip Combo,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),1,-85.39778,11.918381775804956
182,29.93961034,-85.39602645,Wind,1,0,,Single Family,3.0,25.0,2009.0,Gable/Hip Combo,,,,"""Wood, sheathing (continuous)""",Fiber-Cement Board,,Plywood/OSB,"""Metal, standing seam""",1,-85.39602645,12.058224994196584
183,29.93965625,-85.4064931,"Wind,Surge",4,1,,Single Family,3.0,0.0,2008.0,Complex,,,,,Stucco,"""Wood, unknown""",Plywood/OSB,"""Metal, standing seam""",2,-85.4064931,11.23179294002367
184,29.939663,-85.396578,Wind,2,0,-1.0,Single Family,1.0,0.0,2008.0,"Complex,Hip","""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Fiber-Cement Board,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),2,-85.396578,12.010858866347457
185,29.93974,-85.397043,Wind,1,0,,Single Family,2.0,0.0,2004.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),1,-85.397043,11.968934036333447
186,29.93977217,-85.3957998,"Surge,Wind",2,1,,Single Family,1.0,0.0,1981.0,Gable,,,Masonry (unknown),,Stucco,,,Asphalt shingles (3-tab),1,-85.3957998,12.066361573228516
187,29.940073,-85.403925,Wind,2,0,-1.0,Single Family,1.0,100.0,2005.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Wood Piers > 8 ft,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),2,-85.403925,11.403974654548506
188,29.94014609,-85.40452637,"Surge,Wind,Wind-borne debris",1,2,-1.0,Single Family,1.0,0.0,2015.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Wood Shake/Shingle,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),2,-85.40452637,11.352245842285846
189,29.940159,-85.396575,"Wind,Surge",2,0,-1.0,Single Family,1.0,0.0,2006.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Unknown,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (standard),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),2,-85.396575,11.98035800805809
190,29.94021727,-85.39534349,"Surge,Wind",1,1,,Single Family,1.0,0.0,1997.0,Gable,,,,,"Fiber-Cement Board,Wood Boards",,,"""Metal, corrugated""",1,-85.39534349,12.075614789691384
191,29.94027857,-85.39587121,"Surge,Wind",2,1,-1.0,Single Family,1.0,0.0,1995.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),2,-85.39587121,12.029442751481744
192,29.940337,-85.396359,"Surge,Tree",1,1,,Single Family,1.5,0.0,2006.0,Complex,"""Roof Diaphragm, wood"",""Roof Diaphragm, composite""",Unknown,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (standard),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),1,-85.396359,11.986692471046748
193,29.94039653,-85.3951316,"Surge,Wind",1,0,-1.0,Single Family,1.0,0.0,1998.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),1,-85.3951316,12.0817060993485
194,29.94040059,-85.40677238,"Wind,Surge",4,5,,Single Family,2.0,30.0,1981.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Wood Piers > 8 ft,Wood frame,Unknown,Stucco,"""Wood, unknown""",,"Asphalt shingles (3-tab),""Metal, standing seam""",4,-85.40677238,11.160860069986745
195,29.940484,-85.395662,"Tree,Wind",3,0,,Single Family,1.0,0.0,1997.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Unknown,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (standard),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),3,-85.395662,12.033665314602906
196,29.94052523,-85.40651087,"Wind,Surge",4,5,-1.0,Single Family,2.0,0.0,1984.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Stucco,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",4,-85.40651087,11.172925310617158
197,29.94052756,-85.39617799,"Wind,Surge",1,1,,Single Family,1.0,0.0,1993.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Unknown,Wood frame,"""Wood, sheathing (continuous)""",Wood Boards,"""Wood, unknown""",Plywood/OSB,Asphalt shingles (laminated),1,-85.39617799,11.989510012736735
198,29.94060019,-85.39493345,"Wind,Surge",1,1,,Single Family,1.0,0.0,1998.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,Unknown,Vinyl Siding (unknown),"""Wood, trusses""",Unknown,Asphalt shingles (3-tab),3,-85.39493345,12.085269278936924
199,29.940906,-85.395284,"Tree,Wind",4,0,,Single Family,1.0,,1970.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Unknown,Wood frame,"""Wood, sheathing (continuous)""",Wood Boards,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",4,-85.395284,12.038397955751073
200,29.94094795,-85.39574649,Wind,0,0,,Single Family,1.0,0.0,1979.0,"Complex,Gable","""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Unknown,Wood frame,"""Wood, sheathing (continuous)""",Wood Boards,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",0,-85.39574649,11.998539303018076
201,29.94101129,-85.39625376,Surge,0,1,,Single Family,1.0,,2014.0,,,,,,,,,,1,-85.39625376,11.953803495928602
202,29.94101216,-85.40612664,Wind,3,0,,Single Family,1.0,0.0,2015.0,"Complex,Gable","""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Ground anchors and strapping,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",2,-85.40612664,11.170883201377755
203,29.941018,-85.396833,Surge,0,1,,Single Family,1.0,0.0,2018.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, unknown""",Plywood/OSB,"""Metal, standing seam""",1,-85.396833,11.9067856416618
204,29.94115772,-85.39548632,"Surge,Wind",1,0,-1.0,Single Family,1.0,0.0,2006.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Unknown,"""Metal, corrugated""",1,-85.39548632,12.00678676119352
205,29.94121524,-85.39427832,"Surge,Wind,Rain",2,0,,Single Family,1.0,,2000.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,Unknown,Vinyl Siding (unknown),"""Wood, trusses""",,Asphalt shingles (laminated),3,-85.39427832,12.101061037987884
206,29.9412411,-85.39477352,Wind,2,0,,Single Family,1.0,0.0,2010.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Unknown,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (standard),"""Wood, unknown""",Plywood/OSB,Asphalt shingles (3-tab),2,-85.39477352,12.0593863222052
207,29.94126318,-85.39657798,Wind,1,0,,Single Family,1.0,,2017.0,,,,,,,,,,1,-85.39657798,11.912316371425318
208,29.94127858,-85.3953274,"Surge,Tree,Wind",0,0,,Single Family,1.0,,1980.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,Unknown,"Plywood Siding,Stone","""Wood, trusses""",,"""Metal, standing seam""",1,-85.3953274,12.012309698071633
209,29.941411,-85.39391,Wind,1,0,0.0,Single Family,1.0,0.0,2016.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, unknown""",Plywood/OSB,Asphalt shingles (laminated),1,-85.39391,12.119210015879494
210,29.94150868,-85.39458744,"Surge,Wind",2,1,,Single Family,1.0,0.0,1977.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Unknown,Wood frame,"""Wood, sheathing (continuous)""",Brick,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",2,-85.39458744,12.058370179416649
211,29.94152582,-85.39505582,"Wind,Wind-borne debris",1,0,,Single Family,1.0,0.0,2008.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Brick,"""Wood, unknown""",Plywood/OSB,Asphalt shingles (3-tab),1,-85.39505582,12.01937123916134
212,29.9415447,-85.39691929,"Surge,Wind",1,1,-1.0,Single Family,1.0,0.0,2013.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,Unknown,Vinyl Siding (unknown),"""Wood, trusses""",Unknown,"""Metal, standing seam""",1,-85.39691929,11.867649397986115
213,29.94172309,-85.39488751,Wind,1,0,,Single Family,1.0,0.0,2007.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Unknown,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, unknown""",Plywood/OSB,Asphalt shingles (laminated),1,-85.39488751,12.021162918420622
214,29.941886,-85.394657,"Wind,Surge",1,1,,Single Family,1.0,0.0,2017.0,Gable/Hip Combo,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Fiber-Cement Board,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),1,-85.394657,12.030123624267436
215,29.942093,-85.395541,Wind,2,0,,Religious,1.0,,1978.0,Gable,,,,,,,,"""Metal, standing seam""",2,-85.395541,11.945955452806432
216,29.94318123,-85.40461555,Wind,2,0,-1.0,Single Family,2.0,0.0,2007.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Wood Boards,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",2,-85.40461555,11.150540423596912
217,29.94339012,-85.4119296,"Wind,Surge",2,2,-1.0,Single Family,1.0,85.0,1998.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Cast-in-place concrete piers,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (high wind rated),"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",2,-85.4119296,10.563688487450134
218,29.94343486,-85.40410526,Wind,2,0,-1.0,Single Family,1.0,0.0,2011.0,Gable/Hip Combo,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""","Vinyl Siding (unknown),Wood Boards","""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",2,-85.40410526,11.175170017188195
219,29.94364,-85.41228,"Surge,Wind",-1,6,-1.0,Single Family,1.0,0.0,1950.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Unknown,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),4,-85.41228,10.520017839216774
220,29.94390522,-85.40619001,"Wind,Wind-borne debris",3,0,-1.0,Single Family,2.0,0.0,2007.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Fiber-Cement Board,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",2,-85.40619001,10.979950508939195
221,29.94406588,-85.41281808,"Wind,Surge",3,4,-1.0,Hotel/Motel,2.0,0.0,1953.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""","Stucco,Wood Boards","""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",4,-85.41281808,10.450165258545365
222,29.94423844,-85.40382329,"Wind,Wind-borne debris",3,0,-1.0,Single Family,1.0,0.0,2016.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Fiber-Cement Board,"""Wood, unknown""",Plywood/OSB,"""Metal, standing seam""",3,-85.40382329,11.147654220839044
223,29.94426982,-85.40973488,Wind,1,0,-1.0,Multi-Family,2.0,90.0,2017.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Wood Piers > 8 ft,Wood frame,Unknown,Vinyl Siding (unknown),"""Wood, unknown""",,"""Metal, standing seam""",1,-85.40973488,10.6771024136913
224,29.94428987,-85.41317683,"Surge,Wind",2,3,,Single Family,3.0,0.0,2004.0,"Gable,Gambrel",,,,,Plywood Siding,,Plywood/OSB,"""Metal, corrugated""",3,-85.41317683,10.40756446860584
225,29.94432008,-85.40622286,Wind,0,0,0.0,Single Family,1.0,0.0,2015.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",0,-85.40622286,10.951184997002024
226,29.94454,-85.413624,"Surge,Wind",3,3,-1.0,Single Family,1.0,0.0,1954.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Wood Boards,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",3,-85.413624,10.356389322618226
227,29.94456208,-85.41407503,"Wind,Surge",3,2,3.0,Single Family,2.0,100.0,1998.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Wood Piers <= 8 ft,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",3,-85.41407503,10.320051192509943
228,29.94472419,-85.41422322,"Wind,Surge",2,2,,Condominium (> 10 units),5.0,20.0,2012.0,"Flat,Hip",,,"""Concrete, moment resisting frame"",""Steel, cold form""","""Wood, sheathing (continuous)""",Stucco,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",1,-85.41422322,10.29783223355552
229,29.94481048,-85.41463695,"Surge,Wind",-1,6,,Single Family,2.0,75.0,1983.0,Monoslope,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Wood Piers <= 8 ft,Unknown,Unknown,Unknown,Unknown,Unknown,,4,-85.41463695,10.260139845208322
230,29.94483111,-85.41441567,"Wind,Surge",-1,6,,Single Family,1.0,0.0,1948.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Unknown,Unknown,Unknown,Unknown,Plywood/OSB,"""Metal, standing seam""",4,-85.41441567,10.27585916248239
231,29.9449078,-85.41474894,"Wind,Surge",-1,6,,Single Family,2.0,70.0,1980.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Wood Piers <= 8 ft,Wood frame,"""Wood, sheathing (continuous)""",Unknown,Unknown,Plywood/OSB,Unknown,4,-85.41474894,10.245019246986631
232,29.94500803,-85.41486997,"Surge,Wind",-1,6,,Single Family,0.0,0.0,1982.0,Gable,Unknown,Wood Piers <= 8 ft,Unknown,Unknown,Unknown,Unknown,Unknown,,4,-85.41486997,10.229007552510172
233,29.94525933,-85.41525554,"Surge,Wind",2,2,,Single Family,3.0,,2016.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood"",""Wall Diaphragm, concrete""",Cast-in-place concrete piers,Wood frame,"""Wood, sheathing (continuous)""","Fiber-Cement Board,Vinyl Siding (standard)","""Wood, trusses""",Unknown,"""Metal, corrugated""",2,-85.41525554,10.182521878928652
234,29.94533574,-85.41557036,"Surge,Wind",-1,6,,Single Family,2.0,,1980.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, unknown""",Unknown,"""Metal, standing seam""",4,-85.41557036,10.153136504746309
235,29.94536217,-85.41128151,"Wind,Surge",1,1,-1.0,Single Family,1.0,0.0,2015.0,Hip,Unknown,Slab-on-grade,Unknown,Unknown,"Brick,Vinyl Siding (unknown)","""Wood, unknown""",,Asphalt shingles (3-tab),1,-85.41128151,10.485256106877
236,29.94545981,-85.41577882,"Surge,Wind",-1,6,-1.0,Single Family,1.0,70.0,1996.0,Hip,,Cast-in-place concrete piers,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Clay tiles,4,-85.41577882,10.12878949621275
237,29.94552719,-85.41500241,"Wind,Surge",2,2,-1.0,Single Family,2.0,90.0,2016.0,"Complex,Hip","""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",2,-85.41500241,10.184327538792466
238,29.94562102,-85.41613866,"Surge,Wind",-1,6,-1.0,Single Family,2.0,85.0,1992.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Cast-in-place concrete piers,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",4,-85.41613866,10.090291785833914
239,29.94565226,-85.41576214,"Wind,Surge",-1,6,,Single Family,1.0,0.0,1971.0,Hip,Unknown,Unknown,Unknown,Unknown,Stucco,"""Wood, unknown""",Unknown,"""Metal, standing seam""",4,-85.41576214,10.117273358801487
240,29.94570237,-85.41524716,"Surge,Wind",-1,6,,Single Family,1.0,5.0,1993.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Wood Piers > 8 ft,Wood frame,"""Wood, sheathing (continuous)""",Wood Boards,"""Wood, unknown""",Plywood/OSB,Asphalt shingles (3-tab),4,-85.41524716,10.15378423955756
241,29.94575582,-85.41554421,"Surge,Wind",-1,6,,Single Family,1.0,,1940.0,Hip,,Slab-on-grade,Masonry (unknown),,Stucco,,,"""Metal, standing seam""",4,-85.41554421,10.127250721941309
242,29.94583659,-85.41600354,"Surge,Wind",-1,6,-1.0,Single Family,1.0,0.0,1963.0,Flat,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Stucco,Concrete slab,Plywood/OSB,Asphalt shingles (laminated),4,-85.41600354,10.086376014314078
243,29.94586709,-85.41653093,"Wind,Surge",3,2,,Single Family,2.0,20.0,1995.0,Hip,,,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, corrugated""",3,-85.41653093,10.043638089265343
244,29.94593565,-85.41544665,"Surge,Wind",4,2,-1.0,Multi-Family,2.0,85.0,2003.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Cast-in-place concrete piers,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, unknown""",Unknown,"""Metal, standing seam""",4,-85.41544665,10.12290726457039
245,29.9459557,-85.41687023,"Surge,Wind",3,3,,Single Family,2.0,15.0,1997.0,Gable,,Wood Piers > 8 ft,Wood frame,"""Wood, sheathing (continuous)""",Fiber-Cement Board,"""Wood, unknown""",Plywood/OSB,"""Metal, corrugated""",3,-85.41687023,10.01157410642938
246,29.94606958,-85.41637,Surge,-1,6,,Single Family,1.0,,1977.0,Hip,,,Masonry (unreinforced),,"Brick,Stucco","""Wood, unknown""",,,4,-85.41637,10.042583630981976
247,29.94613117,-85.41568905,"Surge,Wind",3,2,,Condominium (> 10 units),3.0,75.0,2003.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Wood Piers > 8 ft,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (standard),"""Wood, unknown""",Plywood/OSB,"""Metal, standing seam""",4,-85.41568905,10.091204651169088
248,29.9462192,-85.41718975,"Wind,Surge",3,2,,Single Family,2.0,25.0,2002.0,Hip,,Cast-in-place concrete piers,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, corrugated""",3,-85.41718975,9.969363496473546
249,29.94624825,-85.41623052,Surge,-1,6,,Single Family,1.0,,1980.0,Gable,,,Masonry (unknown),,"Brick,Stucco","""Wood, unknown""",,,4,-85.41623052,10.041519908500256
250,29.94634412,-85.41706704,"Wind,Surge",2,1,-1.0,Single Family,2.0,80.0,2016.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Cast-in-place concrete piers,Wood frame,"""Wood, sheathing (continuous)""",Fiber-Cement Board,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",2,-85.41706704,9.9705010620103
251,29.94636736,-85.41601628,Surge,-1,6,-1.0,Multi-Family,1.0,0.0,1956.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Unknown,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",4,-85.41601628,10.050241415870802
252,29.946708,-85.418176,"Rain,Surge,Wind",3,2,3.0,Single Family,2.0,25.0,1999.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Wood Piers > 8 ft,Wood frame,"""Wood, sheathing (continuous)""",Fiber-Cement Board,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",3,-85.418176,9.8607441148291
253,29.94700416,-85.41854125,"Surge,Wind",4,2,,Single Family,2.0,40.0,1990.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Cast-in-place concrete piers,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, rafter""",Plywood/OSB,"""Metal, standing seam""",4,-85.41854125,9.81282534764498
254,29.94712502,-85.41778453,"Wind,Surge",-1,6,,Single Family,1.0,,1958.0,Hip,,Slab-on-grade,Masonry (unknown),,Stucco,"""Wood, unknown""",,Asphalt shingles (3-tab),4,-85.41778453,9.863184645761896
255,29.94721827,-85.41925304,"Wind,Surge",3,3,,Single Family,3.0,0.0,1960.0,Monoslope,,Concrete piers support cast concrete slab on grade,Wood frame,None at first floor Rc moment frame,Plywood Siding,,Plywood/OSB,,3,-85.41925304,9.743724034255663
256,29.94727318,-85.41730173,"Wind,Surge",3,2,-1.0,Multi-Family,2.0,90.0,2000.0,"Gable,Hip","""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Wood Piers <= 8 ft,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",3,-85.41730173,9.890783411026598
257,29.947285,-85.417662,"Wind,Surge",-1,6,-1.0,Single Family,1.0,0.0,1960.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Brick,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),4,-85.417662,9.862074931840318
258,29.94752418,-85.41797329,"Surge,Wind",2,5,-1.0,Single Family,1.0,0.0,1958.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Masonry (unknown),"""Wood, sheathing (continuous)""",Masonry/concrete,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",4,-85.41797329,9.822147099271294
259,29.947623,-85.420091,"Wind,Wind-borne debris,Surge",3,3,,Single Family,2.0,100.0,2016.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Cast-in-place concrete piers,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",3,-85.420091,9.652182349837794
260,29.94832628,-85.42146418,"Wind,Surge",3,2,-1.0,Single Family,2.0,100.0,2018.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Cast-in-place concrete piers,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",3,-85.42146418,9.499514026173456
261,29.94897527,-85.42148363,Wind,2,0,,Single Family,2.0,23.0,2017.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Unknown,Wood frame,"""Wood, sheathing (continuous)""",Fiber-Cement Board,"""Wood, trusses""",Unknown,"""Metal, standing seam""",2,-85.42148363,9.454520993769782
262,29.94902582,-85.42326394,"Surge,Wind",-1,6,,Single Family,1.0,0.0,1955.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, concrete""",Slab-on-grade,Masonry (unknown),"""Wood, sheathing (corners only)""",Unknown,"""Wood, unknown""",Unknown,,4,-85.42326394,9.314492649523496
263,29.949279,-85.423694,"Wind,Wind-borne debris,Surge",1,1,,Single Family,2.0,100.0,1975.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Reinforced masonry piers,"Concrete piers, insulated concrete form (ICF) walls",Unknown,"Fiber-Cement Board,Plywood Siding","""Wood, trusses""",Unknown,"""Metal, standing seam""",1,-85.423694,9.264482568857842
264,29.949433,-85.423578,"Surge,Wind",2,2,,Multi-Family,1.0,50.0,2002.0,Gable/Hip Combo,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Cast-in-place concrete piers,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",2,-85.423578,9.26294030538585
265,29.94949034,-85.42385001,"Wind,Surge",-1,6,,Single Family,2.0,0.0,1983.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,"Wood frame,Masonry (unreinforced)","""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, unknown""",Plywood/OSB,,4,-85.42385001,9.238253424862926
266,29.94951532,-85.42290688,"Surge,Wind",-1,6,,Single Family,1.0,0.0,1980.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood"",""Wall Diaphragm, concrete""",Slab-on-grade,"Wood frame,Masonry (unreinforced),Masonry (reinforced)","""Wood, sheathing (continuous)""",Unknown,"""Wood, unknown""",Plywood/OSB,,4,-85.42290688,9.308869134551257
