feature,shap_importance
19_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.3311943
Ensemble_prediction,0.15942198
5_Default_NeuralNetwork_SelectedFeatures_prediction,0.12083611
15_NeuralNetwork_SelectedFeatures_prediction,0.05076957
4_Default_Xgboost_categorical_mix_prediction,0.042817324
8_Xgboost_GoldenFeatures_prediction,0.036538474
21_NeuralNetwork_SelectedFeatures_prediction,0.03575317
foundation_type,0.032222852
year_built_ratio_number_of_stories,0.027240515
20_RandomForest_SelectedFeatures_prediction,0.0249935
year_built,0.024369042
4_Default_Xgboost_categorical_mix_GoldenFeatures_SelectedFeatures_prediction,0.023914477
3_Linear_prediction,0.022596166
11_RandomForest_prediction,0.022339776
wall_cladding,0.020722002
Buildinglong,0.020603701
4_Default_Xgboost_GoldenFeatures_prediction,0.020559808
16_NeuralNetwork_SelectedFeatures_prediction,0.019063098
22_NeuralNetwork_SelectedFeatures_prediction,0.018461013
7_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.018449925
roof_shape,0.014711676
6_Default_RandomForest_SelectedFeatures_prediction,0.014622151
18_NeuralNetwork_prediction,0.014536118
9_RandomForest_SelectedFeatures_prediction,0.0127363
24_NeuralNetwork_prediction,0.012728808
6_Default_RandomForest_GoldenFeatures_prediction,0.012528434
17_NeuralNetwork_prediction,0.012507185
12_RandomForest_prediction,0.01204685
10_RandomForest_SelectedFeatures_prediction,0.011586161
roof_system,0.011231272
23_NeuralNetwork_prediction,0.010301951
4_Default_Xgboost_prediction,0.009836356
understory_pct_of_building_footprint_diff_mindist,0.009738334
hazards_present,0.0095010875
building_type,0.009460484
Buildinglat,0.00915256
wall_structure,0.007947047
14_DecisionTree_prediction,0.007389247
mindist_ratio_year_built,0.006927485
number_of_stories_sum_Buildinglat,0.00692415
number_of_stories_ratio_year_built,0.006232511
roof_substrate_type,0.005765856
5_Default_NeuralNetwork_prediction,0.0050869533
6_Default_RandomForest_prediction,0.004698647
number_of_stories,0.0044483356
4_Default_Xgboost_categorical_mix_GoldenFeatures_prediction,0.004181864
Buildinglong_multiply_Buildinglat,0.0041769934
Buildinglat_diff_Buildinglong,0.0040940144
mindist,0.0038102458
mwfrs,0.003010317
2_DecisionTree_prediction,0.0028786813
13_DecisionTree_prediction,0.00276997
number_of_stories_diff_mindist,0.0021597724
roof_cover,0.0021456378
wall_substrate,0.0018106807
understory_pct_of_building_footprint,0.000967723
mindist_multiply_year_built,0.0005859174
number_of_stories_multiply_Buildinglat,0.0
