feature,shap_importance
19_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.25699392
Ensemble_prediction,0.17663665
5_Default_NeuralNetwork_SelectedFeatures_prediction,0.17019737
7_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.07789413
4_Default_Xgboost_categorical_mix_GoldenFeatures_prediction,0.0599105
21_NeuralNetwork_SelectedFeatures_prediction,0.044652205
8_Xgboost_GoldenFeatures_prediction,0.044474967
22_NeuralNetwork_SelectedFeatures_prediction,0.035983793
4_Default_Xgboost_categorical_mix_GoldenFeatures_SelectedFeatures_prediction,0.031622253
4_Default_Xgboost_categorical_mix_prediction,0.029685577
4_Default_Xgboost_GoldenFeatures_prediction,0.028532222
15_NeuralNetwork_SelectedFeatures_prediction,0.027100042
24_NeuralNetwork_prediction,0.024432845
6_Default_RandomForest_GoldenFeatures_prediction,0.024423875
wall_cladding,0.023897126
12_RandomForest_prediction,0.02376867
6_Default_RandomForest_SelectedFeatures_prediction,0.022512183
17_NeuralNetwork_prediction,0.021839438
Buildinglong,0.021043876
4_Default_Xgboost_prediction,0.02080347
foundation_type,0.02001219
year_built,0.018127857
hazards_present,0.017837478
3_Linear_prediction,0.017162587
20_RandomForest_SelectedFeatures_prediction,0.01693507
16_NeuralNetwork_SelectedFeatures_prediction,0.015279551
mindist_multiply_year_built,0.015166269
building_type,0.015025691
year_built_ratio_number_of_stories,0.015014209
5_Default_NeuralNetwork_prediction,0.014665163
23_NeuralNetwork_prediction,0.013970322
10_RandomForest_SelectedFeatures_prediction,0.012960731
Buildinglat,0.012848333
14_DecisionTree_prediction,0.010463565
18_NeuralNetwork_prediction,0.009561649
roof_system,0.0094637
9_RandomForest_SelectedFeatures_prediction,0.00940684
number_of_stories_diff_mindist,0.009185286
number_of_stories_sum_Buildinglat,0.009051134
mindist_ratio_year_built,0.008235197
11_RandomForest_prediction,0.008201144
number_of_stories_ratio_year_built,0.008104678
wall_structure,0.0076602288
understory_pct_of_building_footprint_diff_mindist,0.007550154
roof_cover,0.005083432
6_Default_RandomForest_prediction,0.0050586876
Buildinglat_diff_Buildinglong,0.0040422706
wall_substrate,0.0038147331
roof_substrate_type,0.0035388172
mwfrs,0.0032380938
roof_shape,0.0031296827
2_DecisionTree_prediction,0.002522872
mindist,0.0023828624
13_DecisionTree_prediction,0.0021631368
number_of_stories,0.0019598482
understory_pct_of_building_footprint,0.0014731655
Buildinglong_multiply_Buildinglat,0.0012465195
number_of_stories_multiply_Buildinglat,0.0
